PIC,dm_name,sdso,state,district,river,incharge,ht_found,cmp_year,basin,mx_wt_lel,frl,gs_st_cap,ds_sp_cap,dm_length,dm_type,purpose,latitude,longitude,Longitude,Latitude
MP64LH1090,Pondi Jaitgarh Tank,Madhya Pradesh,Madhya Pradesh,Damoh,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",12.15,1987,Ganga,96.3,95.3,1.1,0.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 16' 6.000"" N","79° 22' 51.000"" E",3937876.1052,3920677.5722999983
MP64LH1091,Amwahi Tank,Madhya Pradesh,Madhya Pradesh,,Bagdari Nala,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",13.8,2009,Ganga,89.6,88.6,3.37,45.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 23' 28.000"" N","79° 28' 35.000"" E",3947513.1466000006,3933972.2743000016
MP64LH1092,Bandakpur Samerkho Tank,Madhya Pradesh,Madhya Pradesh,,Local Nala,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",11.85,1980,Ganga,356.0,355.0,3.42,0.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 51' 19.000"" N","79° 37' 3.000"" E",3961794.9513000026,3984334.844900001
MP64LH1093,Bansa Kalna,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",12.07,2011,Ganga,109.45,111.45,1.61,81.56,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 53' 5.000"" N","79° 9' 18.000"" E",3915618.8840000033,3987733.7029
MP64LH1094,Hardua Khurd Tank,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",10.25,2014,Ganga,402.0,401.0,1.19,0.34,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 41' 2.000"" N","79° 19' 36.000"" E",3932657.0204000026,3965831.1022000015
MP64LH1095,Panda Tank,Madhya Pradesh,Madhya Pradesh,Damoh,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",14.74,2004,Ganga,343.9,343.0,2.19,0.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 50' 37.000"" N","79° 35' 41.000"" E",3959516.2117,3983074.2054000013
MP64LH1096,Gudari Tank,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",13.23,1980,Narmada,353.05,352.13,4.84,0.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 53' 47.000"" N","79° 51' 7.000"" E",3985216.5195999965,3988755.4463
MP64LH1097,Naibandi Tank,Madhya Pradesh,Madhya Pradesh,Damoh,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",13.0,2011,Ganga,370.0,369.0,1.26,0.0,0,•	EARTHFILL (EMBANKMENT),Irrigation,"23° 44' 58.000"" N","79° 47' 25.000"" E",3979035.2983999997,3972805.0867
MP64LH1098,Pawaiya Tank,Madhya Pradesh,Madhya Pradesh,Damoh,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",13.75,2012,Ganga,103.56,102.56,2.0,339.75,0,•	EARTHFILL (EMBANKMENT),Irrigation,"24° 21' 38.000"" N","79° 47' 4.000"" E",3978553.7119999975,4039174.715
MP64LH1099,Sagoni Tank,Madhya Pradesh,Madhya Pradesh,Damoh,Pathri Nala,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",11.2,2009,Ganga,358.5,357.5,2.13,0.0,0,•	EARTHFILL (EMBANKMENT),Irrigation,"23° 47' 30.000"" N","79° 49' 0.000"" E",3981679.2060000002,3977386.727600001
MP64LH1100,Sarangpura,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",13.06,2012,Ganga,110.0,109.0,1.64,0.0,0,•	EARTHFILL (EMBANKMENT),Irrigation,"23° 56' 50.000"" N","79° 39' 58.000"" E",3966674.0024999976,3994307.7250999995
MP64LH1101,Tirgarh Tank,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",14.86,1980,Ganga,58.52,57.6,2.24,0.0,0,•	EARTHFILL (EMBANKMENT),Irrigation,"23° 57' 47.000"" N","79° 43' 24.000"" E",3972388.8145999983,3996014.872200001
MP64LH1102,Pipariya Tank,Madhya Pradesh,Madhya Pradesh,Damoh,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",10.0,2014,Ganga,325.0,324.0,1.42,67.9,0,•	EARTHFILL (EMBANKMENT),Irrigation,"23° 57' 46.000"" N","79° 43' 23.000"" E",3972361.034000002,3995984.759399999
MP64LH1104,Jangupura Tank,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",10.0,2013,Ganga,100.5,99.5,1.23,0.0,0,•	EARTHFILL (EMBANKMENT),Irrigation,"23° 39' 15.000"" N","79° 42' 30.000"" E",3970822.382299997,3962472.5757
MP64LH1105,Bhiloni Tank,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",14.84,2015,Ganga,107.2,106.2,1.92,426.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"24° 11' 42.000"" N","79° 30' 20.000"" E",3950743.1788000017,4021264.1666
MP64LH1106,Bari Kanora,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",12.24,2013,Ganga,365.5,364.5,1.95,0.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"24° 11' 38.000"" N","79° 30' 14.000"" E",3950576.719999999,4021144.0782000013
MP64LH1107,Fatehpur,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",13.2,2015,Ganga,99.4,98.4,6.25,0.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"24° 11' 56.000"" N","79° 30' 34.000"" E",3951132.0600999966,4021685.1651999988
MP64MH1108,Karariya,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",17.0,2015,Ganga,357.5,356.5,2.67,160.12,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 39' 15.000"" N","79° 42' 30.000"" E",3970822.382299997,3962472.5757
MP64MH1109,Narguwan Tank,Madhya Pradesh,Madhya Pradesh,Damoh,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",20.87,2010,Ganga,101.75,100.75,5.19,225.96,1290,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 22' 21.000"" N","79° 32' 35.000"" E",3954189.2431999967,3931927.8702999987
MP64LH1110,Balakot Tank,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",15.58,2016,Ganga,399.75,398.75,1.54,85.41,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 41' 2.000"" N","79° 19' 36.000"" E",3932657.0204000026,3965831.1022000015
MP64LH1111,Kalapani Tank,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",15.75,2001,Ganga,372.4,371.4,4.14,0.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 36' 43.000"" N","79° 24' 24.000"" E",3940625.2136999965,3957982.0956999995
MP64MH1112,Sajli Tank,Madhya Pradesh,Madhya Pradesh,Damoh,Sajali,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",22.0,2021,Ganga,395.15,395.15,43.88,1620.34,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 57' 0.000"" N","79° 5' 48.000"" E",3909839.286899999,3994858.9378999993
MP64MH1113,Satdharu Medium Project,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",19.5,2022,Ganga,354.5,354.2,68.23,1284.74,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 41' 39.000"" N","79° 27' 9.000"" E",3945246.422799997,3966892.7294999994
MP64MH1114,Seetanagar Medium Irrigation Project,Madhya Pradesh,Madhya Pradesh,Damoh,Sonar,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",26.5,2023,Ganga,341.5,340.0,65.88,0.0,0,OTHER,Irrigation / Water Supply,"24° 2' 30.000"" N","79° 25' 22.000"" E",3942428.6318000033,4004643.0341
MP64LH1115,Hinota Kharmau,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",13.05,2004,Ganga,35.5,34.45,1.46,71.6,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 59' 14.000"" N","79° 2' 17.000"" E",3904017.063000001,3998939.9646000005
MP64LH1116,Sonanala Tank,Madhya Pradesh,Madhya Pradesh,Sagar,Kathan,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",14.8,2013,Ganga,100.2,99.2,1.726,116.64,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"24° 7' 50.000"" N","78° 55' 30.000"" E",3892855.340300001,4014587.5007999986
MP64LH1117,Quila Tank,Madhya Pradesh,Madhya Pradesh,Sagar,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",13.22,2012,Ganga,480.1,479.1,1.822,83.71,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"24° 5' 53.000"" N","78° 58' 23.000"" E",3897619.1985,4011022.2360000014
MP64LH1118,Dhaboli Tank,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",15.0,2013,Ganga,104.0,103.0,1.035,2745.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 54' 51.000"" N","79° 0' 5.000"" E",3900302.2858000025,3991031.6752000004
MP64LH1119,Jagthar Tank,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",10.15,2012,Ganga,472.15,471.15,1.532,90.88,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"24° 5' 17.000"" N","78° 57' 2.000"" E",3895368.0221000016,4009952.758299999
MP64LH1120,Bamhori Jagdish,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",10.2,2013,Ganga,97.5,96.7,1.675,33.03,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"24° 7' 30.000"" N","78° 42' 30.000"" E",3871255.3153000027,4014165.5386000015
MP64LH1121,Junia Tank,Madhya Pradesh,Madhya Pradesh,Sagar,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",13.8,2013,Ganga,553.7,552.8,2.54,24.5,930,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 26' 14.000"" N","78° 38' 9.000"" E",3863306.041500002,3939544.1407000013
MP64LH1122,Madni Tank,Madhya Pradesh,Madhya Pradesh,Sagar,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",10.54,2020,Narmada,438.65,437.45,2.7,191.5,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 18' 41.000"" N","78° 56' 12.000"" E",3893346.739699997,3925619.3784999996
MP64LH1123,Nirendpur,Madhya Pradesh,Madhya Pradesh,Sagar,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",14.52,2020,Ganga,453.8,452.8,3.12,62.97,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 13' 43.000"" N","79° 4' 31.000"" E",3907190.339299999,3916531.7699999996
MP64LH1124,Jalandhar,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",12.04,2015,Ganga,511.5,510.6,2.553,146.86,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 54' 59.000"" N","78° 25' 49.000"" E",3843289.2409000024,3991792.672600001
MP64LH1125,Kanjela Tank,Madhya Pradesh,Madhya Pradesh,Sagar,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",11.8,2015,Ganga,103.3,102.4,2.83,153.26,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 38' 17.000"" N","78° 32' 13.000"" E",3853623.8708000034,3961452.7159
MP64LH1126,Netna Tank,Madhya Pradesh,Madhya Pradesh,Sagar,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",11.67,2020,Ganga,475.0,474.0,1.08,85.05,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"24° 4' 9.000"" N","78° 40' 56.000"" E",3868596.097199999,4008126.1966999993
MP64LH1127,Matiya,Madhya Pradesh,Madhya Pradesh,Sagar,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",11.3,2013,Ganga,477.3,476.4,2.26,96.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 59' 13.000"" N","78° 47' 47.000"" E",3879903.8022999987,3999095.1105999984
MP64LH1128,Churari Tank,Madhya Pradesh,Madhya Pradesh,Sagar,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",10.3,2020,Ganga,442.3,441.3,6.21,279.59,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"24° 14' 35.000"" N","78° 37' 2.000"" E",3862300.0830999985,4027072.582199998
MP64LH1129,Mainai Tank,Madhya Pradesh,Madhya Pradesh,Sagar,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",10.2,2013,Ganga,409.4,408.5,2.516,108.34,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 39' 26.000"" N","79° 8' 17.000"" E",3913775.7004000023,3963037.9514999986
MP64LH1130,Shekhpur,Madhya Pradesh,Madhya Pradesh,Sagar,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",10.81,2010,Ganga,98.0,97.0,1.068,42.36,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"24° 16' 22.000"" N","78° 4' 37.000"" E",3808545.015900001,4030931.4992999993
MP64LH1131,Chanua Bujurg,Madhya Pradesh,Madhya Pradesh,Sagar,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",14.55,2017,Ganga,112.3,111.7,1.934,212.31,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 48' 35.000"" N","79° 3' 18.000"" E",3905578.465599999,3979652.290600002
MP64LH1132,Chakmuhari Tank,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",10.5,2018,Ganga,475.9,474.9,0.84,93.44,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"24° 11' 0.000"" N","79° 2' 56.000"" E",3905241.771300003,4020230.5075999983
MP64MH1133,Jamuniya Gond,Madhya Pradesh,Madhya Pradesh,Sagar,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",16.05,2021,Ganga,557.9,556.9,4.37,187.28,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 44' 9.000"" N","78° 38' 21.000"" E",3863953.2529999986,3971968.3323
MP64MH1134,Upper Chandia Tank,Madhya Pradesh,Madhya Pradesh,Sagar,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",17.97,2011,Ganga,426.63,425.91,8.86,195.06,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"24° 16' 41.000"" N","79° 10' 48.000"" E",3918363.950000003,4030435.671100002
MP64MH1135,Manjla Tank,Madhya Pradesh,Madhya Pradesh,Sagar,Bewas,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",17.5,2016,Ganga,100.0,99.0,2.459,175.6,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 56' 18.000"" N","79° 0' 41.000"" E",3901319.048299998,3993649.0984999985
MP64MH1136,Jolanpur Tank,Madhya Pradesh,Madhya Pradesh,Sagar,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",17.01,2015,Narmada,560.3,559.3,1.0,61.32,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 22' 40.000"" N","78° 38' 32.000"" E",3863883.9984000027,3933082.617899999
MP64LH1137,Bilahari,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",15.78,2015,Ganga,101.0,100.0,2.71,165.71,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 29' 4.000"" N","78° 46' 54.000"" E",3877962.9772000015,3944538.3257
MP64LH1138,Chakra Tank,Madhya Pradesh,Madhya Pradesh,Sagar,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",15.19,2013,Ganga,495.0,494.0,1.64,68.85,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 27' 52.000"" N","78° 48' 23.000"" E",3880420.8725000024,3942345.2227
MP64MH1139,Samnapur Tank,Madhya Pradesh,Madhya Pradesh,Sagar,Chikna Nala,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",21.32,2015,Ganga,456.0,455.0,19.0,425.06,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 21' 54.000"" N","78° 57' 10.000"" E",3895005.9417999983,3931429.2804000005
MP64MH1140,Satdhara Tank,Madhya Pradesh,Madhya Pradesh,Sagar,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",20.16,2014,Ganga,456.45,455.45,10.93,387.67,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 22' 58.000"" N","78° 57' 7.000"" E",3894936.7542999983,3933360.510400001
MP64MH1141,Jhiriya,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",18.23,1999,Ganga,523.65,522.73,2.317,54.93,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 21' 25.000"" N","78° 50' 34.000"" E",3883970.439199999,3930640.7540000007
MP64MH1142,Bamhni,Madhya Pradesh,Madhya Pradesh,Sagar,Karanjua Nala,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",16.08,2012,Ganga,475.4,474.4,1.4,76.54,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 28' 48.000"" N","78° 50' 22.000"" E",3883746.3040999994,3944006.8214000016
MP64MH1143,Tinsi Marpani Tank,Madhya Pradesh,Madhya Pradesh,Sagar,Dura,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",20.53,2010,Ganga,463.9,462.9,6.47,221.93,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 43' 30.000"" N","79° 0' 48.000"" E",3901350.8933999985,3970480.242800001
MP64MH1144,Baber Matia,Madhya Pradesh,Madhya Pradesh,Sagar,Barel Nala,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",15.47,2013,Ganga,481.0,480.0,7.98,263.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 58' 15.000"" N","78° 46' 0.000"" E",3876922.881099999,3997371.1283
MP64MH1145,Sukhanala Tank,Madhya Pradesh,Madhya Pradesh,Sagar,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",20.0,2013,Ganga,520.75,520.0,2.621,90.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 36' 12.000"" N","78° 46' 39.000"" E",3877657.6494000033,3957452.6843000017
MP64MH1146,Khajuriya,Madhya Pradesh,Madhya Pradesh,Sagar,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",15.71,2015,Ganga,542.4,541.2,1.047,72.85,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 40' 45.000"" N","78° 39' 15.000"" E",3865394.0217999965,3965800.242899999
MP64MH1147,Toda Tank,Madhya Pradesh,Madhya Pradesh,Sagar,Dhasan,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",17.85,2017,Ganga,530.45,529.25,3.01,153.53,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 40' 0.000"" N","78° 29' 24.000"" E",3848960.638700001,3964609.2346
MP64MH1148,Bhagwant Pura Tank,Madhya Pradesh,Madhya Pradesh,Sagar,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",19.4,2021,Ganga,446.4,445.2,5.867,191.5,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 51' 40.000"" N","78° 59' 32.000"" E",3899345.921599999,3985276.4635999985
MP64MH1149,Badona Tank,Madhya Pradesh,Madhya Pradesh,Sagar,Mohali Nala,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",15.4,2013,Ganga,96.4,95.5,0.6595,72.83,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 46' 59.000"" N","78° 41' 23.000"" E",3869054.9914000034,3977048.5210999995
MP64HH1150,Kesli Tank,Madhya Pradesh,Madhya Pradesh,Sagar,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",32.3,2015,Ganga,486.7,484.2,17.442,1176.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 24' 1.000"" N","78° 47' 26.000"" E",3878774.8694999963,3935390.5449
MP64HH1151,Surajpura Medium Project,Madhya Pradesh,Madhya Pradesh,Sagar,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",32.38,2016,Ganga,523.8,522.3,27.77,881.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 30' 55.000"" N","78° 44' 23.000"" E",3873791.5808999985,3947923.6229999997
MP64HH1152,Sonpur Medium Project,Madhya Pradesh,Madhya Pradesh,,Sonar,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",36.37,2014,Ganga,528.8,527.4,25.779,696.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 23' 22.000"" N","78° 42' 32.000"" E",3870578.690399997,3934286.7357
MP64HH1153,Tikari,Madhya Pradesh,Madhya Pradesh,Sagar,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",37.43,2015,Ganga,521.1,519.9,18.9,500.01,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 34' 19.000"" N","78° 44' 53.000"" E",3874680.768600002,3954069.888799999
MP64HH1154,Parkul Dam,Madhya Pradesh,Madhya Pradesh,Sagar,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",35.41,2011,Ganga,550.15,548.65,22.78,595.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 36' 13.000"" N","78° 40' 16.000"" E",3867011.3110999987,3957579.2492999993
MP64MH1155,Hilgon Tank,Madhya Pradesh,Madhya Pradesh,Sagar,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",25.52,2018,Ganga,485.5,484.0,10.54,463.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 46' 23.000"" N","78° 55' 29.000"" E",3892531.3527999967,3975763.7349000014
MP64MH1156,Kishanpur Tank,Madhya Pradesh,Madhya Pradesh,Sagar,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",24.0,2010,Ganga,510.8,509.8,1.82,72.52,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 22' 34.000"" N","78° 47' 40.000"" E",3879142.1944999993,3932762.808699999
MP64LH1157,Kishanpura (Distt. Chhatarpur),Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",10.2,2016,Ganga,106.0,105.5,2.09,129.35,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"24° 12' 41.000"" N","79° 15' 30.000"" E",3926124.326200001,4023152.1059999987
MP64LH1158,Kusmar,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",10.4,2014,Ganga,93.4,92.8,2.1,0.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"24° 16' 0.000"" N","79° 20' 12.000"" E",3933955.1296000034,4029116.665100001
MP64LH1159,Kacheri,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",10.99,1965,Ganga,106.75,105.0,1.23,72.69,0,•	EARTHFILL (EMBANKMENT),Irrigation,"24° 26' 15.000"" N","79° 18' 32.000"" E",3931280.463399999,4047683.828499999
MP64LH1160,Padariya (Distt. Dindori),Madhya Pradesh,Madhya Pradesh,Dindori,,"Chief Engineer, Wainganga Basin, Seoni",11.15,1990,Ganga,113.76,112.76,1.666,79.0,0,•	EARTHFILL (EMBANKMENT),Irrigation,"23° 14' 37.000"" N","80° 43' 11.000"" E",4072226.7375999987,3918040.6939000003
MP64LH1161,Didoniya,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",11.44,2012,Ganga,102.7,102.1,1.41,0.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"24° 43' 43.000"" N","79° 14' 11.000"" E",3924242.9760000035,4079339.9978
MP64LH1162,Baxwaha,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",11.75,2014,Ganga,105.5,104.5,1.61,0.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"24° 14' 16.000"" N","79° 17' 39.000"" E",3929707.928000003,4025999.7333000004
MP64LH1163,Bhelda,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",11.8,2014,Ganga,101.25,99.9,1.16,0.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"24° 28' 0.000"" N","79° 8' 30.000"" E",3914672.471500002,4050943.0494999997
MP64LH1164,Pali,Madhya Pradesh,Madhya Pradesh,Chhatarpur,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",12.34,2012,Ganga,100.1,99.2,2.54,0.0,0,•	EARTHFILL (EMBANKMENT),Irrigation,"24° 11' 27.000"" N","79° 15' 55.000"" E",3926804.3988000005,4020916.0606000014
MP64LH1165,Deopur Ii,Madhya Pradesh,Madhya Pradesh,,Dhasan,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",13.5,2018,Ganga,110.5,109.5,1.36,88.94,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"24° 38' 48.000"" N","79° 24' 32.000"" E",3941319.0551000014,4070357.0020000003
MP64LH1166,Pahadgaon,Madhya Pradesh,Madhya Pradesh,Chhatarpur,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",14.1,2010,Ganga,167.7,167.2,1.118,0.0,0,•	EARTHFILL (EMBANKMENT),Irrigation,"24° 52' 51.000"" N","79° 26' 18.000"" E",3944343.4538000003,4095780.7124999985
MP64LH1167,Khairo,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",14.95,2012,Ganga,108.95,107.75,1.37,0.0,0,•	EARTHFILL (EMBANKMENT),Irrigation,"24° 46' 6.000"" N","79° 26' 28.000"" E",3944570.233000003,4083559.3603999987
MP64LH1168,Mamon,Madhya Pradesh,Madhya Pradesh,Chhatarpur,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",16.4,2013,Ganga,101.9,100.7,5.16,268.387,0,•	EARTHFILL (EMBANKMENT),Irrigation,"24° 47' 8.000"" N","79° 28' 8.000"" E",3947332.2302,4085419.4276
MP64MH1169,Khiriya Bujurg,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",19.24,2013,Ganga,105.3,104.4,3.97,0.0,0,•	EARTHFILL (EMBANKMENT),Irrigation,"24° 10' 26.000"" N","79° 7' 32.000"" E",3912873.5249999985,4019155.3275999986
MP64MH1170,Benisagar,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",16.23,1974,Ganga,312.42,31.81,27.58,676.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"24° 47' 40.000"" N","79° 52' 10.000"" E",3987054.2902000025,4086291.7030999996
MP64MH1171,Tarped,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",28.25,2020,Ganga,272.25,270.0,41.25,1315.0,0,•	EARTHFILL (EMBANKMENT),Irrigation,"24° 49' 4.000"" N","79° 23' 25.000"" E",3939551.9315000027,4088951.0742999986
