SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Is_DischargeDataAvailable,RL_of_zeroGauge,MeanSeaLevel,Data Acquisition Time,River Water Level Telemetry Hourly (meter)
863,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2010 17:00,90.721
864,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2010 18:00,90.746
865,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2010 19:00,90.961
866,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2010 20:00,90.958
867,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2010 21:00,90.927
868,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2010 22:00,90.789
869,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2010 23:00,90.717
870,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2011 00:00,90.72
871,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2011 02:00,90.842
872,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2011 03:00,90.845
873,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2011 04:00,90.847
874,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2011 05:00,90.833
875,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2011 06:00,90.719
876,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2011 07:00,90.969
877,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2011 08:00,90.848
878,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2011 09:00,90.85
879,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2011 10:00,90.862
880,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2011 11:00,90.862
881,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2011 12:00,90.969
882,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2011 13:00,90.858
883,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2011 14:00,90.851
884,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2011 15:00,90.896
885,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2011 16:00,90.731
886,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2011 17:00,90.872
887,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2011 18:00,90.887
888,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2011 19:00,90.982
889,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2011 20:00,90.984
890,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2011 21:00,90.97
891,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2011 22:00,90.783
892,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2011 23:00,90.736
893,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2012 00:00,90.867
894,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2012 01:00,90.767
895,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2012 02:00,90.891
896,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2012 03:00,91.01
897,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2012 04:00,91.012
898,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2012 05:00,91.006
899,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2012 06:00,91.01
900,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2012 07:00,91.016
901,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2012 08:00,91.011
902,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2012 09:00,91.018
903,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2012 10:00,91.007
904,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2012 11:00,91.016
905,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2012 12:00,91.024
906,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2012 13:00,91.012
907,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2012 14:00,91.02
908,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2012 15:00,91.026
909,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2012 16:00,91.017
910,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2012 17:00,91.012
911,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2012 18:00,91.025
912,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2012 19:00,90.998
913,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2012 20:00,90.998
914,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2012 21:00,91.005
915,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2012 22:00,91.004
916,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2012 23:00,91.014
917,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,15-05-2014 20:00,90.994
918,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,15-05-2014 21:00,90.993
919,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,15-05-2014 22:00,90.993
920,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,15-05-2014 23:00,90.993
921,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,15-05-2015 00:00,90.989
922,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,06-12-2020 11:00,90.92
